GiftId,TripId
42951,201
10248,201
56092,201
7807,201
80438,201
40620,201
38500,201
11425,201
81977,201
52925,201
36014,201
73855,201
91872,201
11520,201
31705,201
49400,201
82677,201
3359,201
11322,201
37075,201
60259,201
79758,201
4184,201
2215,201
5727,201
9430,201
11511,201
76121,201
39005,201
11389,201
44014,201
34085,201
63455,201
81673,201
42191,201
36879,201
15857,201
70251,201
11891,201
55638,201
10109,201
74584,201
88718,201
78918,201
93647,201
45100,201
41212,201
11092,201
40532,201
77957,201
15078,201
3470,201
28007,201
50408,201
10413,201
4923,201
8338,201
79314,201
36927,201
94365,201
37932,201
2832,201
24303,201
60894,201
8033,201
4974,201
42013,201
91183,201
85949,201
78643,201
1209,201
94973,201
66758,201
57176,201
883,201
39250,201
19497,201
37136,201
47349,201
43204,201
89231,201
95528,201
60234,202
14237,202
71761,202
46200,202
46441,202
44167,202
24580,202
98047,202
48141,202
13642,202
85225,202
60364,202
48248,202
37484,202
14623,202
70196,202
3510,202
62044,202
969,202
79625,202
80624,202
55933,202
211,202
91192,202
73715,202
28646,202
50371,202
6881,202
1851,202
72893,202
66925,202
56809,202
32803,202
30017,202
49174,202
18118,202
42746,202
81921,202
60731,202
82238,202
40399,202
83417,202
70116,202
79998,202
97172,202
80521,202
80900,202
97569,202
84635,202
32832,202
7603,202
97666,202
9519,202
12131,202
2056,202
43052,202
83859,202
12061,202
31427,202
15811,202
1534,202
98917,202
52847,202
45886,202
19354,202
88418,202
84744,202
88931,202
32514,202
76170,202
38920,202
88149,202
68726,202
72365,202
87457,202
90429,202
50773,202
425,202
60563,202
49087,202
50415,203
69256,203
42868,203
19696,203
63422,203
87298,203
16111,203
13253,203
94340,203
6174,203
14939,203
57873,203
49603,203
80479,203
32167,203
49067,203
83682,203
53438,203
6578,203
4103,203
82653,203
87924,203
54890,203
86704,203
73136,203
55528,203
19301,203
69671,203
43047,203
34580,203
10520,203
33762,203
51946,203
61307,203
13230,203
86733,203
15041,203
90784,203
15477,203
28447,203
83079,203
18188,203
94647,203
19888,203
28835,203
89758,203
6716,203
50939,203
4154,203
62099,203
48499,203
55014,203
78569,203
74151,203
38848,203
79306,203
12622,203
676,203
80699,203
61757,203
86739,203
82722,203
34355,203
59752,203
13126,203
21544,203
15381,204
95855,204
91115,204
78681,204
95142,204
27214,204
11407,204
6171,204
35058,204
50972,204
27108,204
60809,204
14946,204
35813,204
20951,204
55706,204
81168,204
76496,204
50874,204
13590,204
84639,204
2403,204
17542,204
3015,204
68688,204
69795,204
43406,204
92616,204
79361,204
71716,204
97736,204
46511,204
36360,204
1791,204
73078,204
63525,204
37127,204
28416,204
95921,204
30588,204
93378,204
92994,204
32484,204
85395,204
11001,204
97568,204
29910,204
93858,204
35308,204
21584,204
77561,204
36629,204
94811,204
13419,204
77034,204
9458,204
60975,204
16,204
66792,204
63041,204
50482,204
49668,204
87667,204
21558,204
68359,204
57989,204
86214,204
93011,204
65576,204
1320,204
1044,204
90809,204
47014,204
27690,205
84439,205
10427,205
29614,205
36739,205
23645,205
47290,205
62256,205
53603,205
63794,205
48945,205
31874,205
69042,205
1724,205
20016,205
79933,205
96317,205
82337,205
9181,205
52113,205
40418,205
91472,205
68612,205
65478,205
40078,205
77985,205
77428,205
45967,205
62179,205
50825,205
11776,205
1601,205
69999,205
44242,205
33114,205
413,205
98595,205
37342,205
55188,205
15417,205
85890,205
77871,205
46243,205
60390,205
92184,205
67954,205
85452,205
86009,205
55408,205
33299,205
34951,205
8082,205
39864,205
9750,205
75931,205
89342,205
66061,205
2475,205
2086,205
25935,205
83755,205
39293,205
74029,205
83131,205
86951,205
73531,205
32463,205
