GiftId,TripId
78332,986
90388,986
5755,986
8765,986
76507,986
96467,986
82792,986
57262,986
66393,986
23648,986
15309,986
46899,986
71193,986
81195,986
32959,986
65305,986
5610,986
73450,986
67292,986
38139,986
90309,986
71276,986
31053,986
92837,986
96579,986
45675,986
84926,986
52577,986
62853,986
25311,986
47257,986
24392,986
82771,986
85402,986
43394,986
94944,986
23605,986
5283,986
14848,986
79951,986
20061,986
31415,986
4391,986
40211,986
94247,986
76094,986
84094,986
88408,986
43591,986
77292,986
27769,986
20265,986
23757,986
59346,986
56625,986
88802,986
23911,986
13603,986
65648,986
12761,986
66426,986
71744,986
35325,986
54964,986
93886,986
86309,986
25740,986
57917,986
47802,986
50171,986
49802,986
3025,986
92147,987
758,987
52926,987
99692,987
92090,987
67822,987
27854,987
88,987
25412,987
90375,987
37593,987
68071,987
56430,987
3341,987
95545,987
63169,987
60252,987
63523,987
70722,987
29371,987
31603,987
30915,987
93728,987
26781,987
518,987
18006,987
31075,987
97635,987
58748,987
82301,987
40602,987
86517,987
58921,987
64096,987
97917,987
4234,987
40355,987
88318,987
12571,987
57801,987
57855,987
97254,987
93245,987
20868,987
45362,987
31626,987
74729,987
18453,987
34991,987
35706,987
21894,987
95683,987
85831,987
13731,987
91456,987
26515,987
74788,987
38831,987
68131,987
10341,987
61969,987
84431,987
54498,987
66216,987
20505,987
92194,987
60096,987
1908,987
78253,987
95730,987
87612,987
84953,988
69373,988
92065,988
62013,988
27286,988
43898,988
36693,988
76052,988
36833,988
6761,988
18384,988
24592,988
31352,988
21276,988
11,988
45508,988
9117,988
98084,988
65118,988
96634,988
83885,988
24096,988
90040,988
54696,988
13016,988
28323,988
44049,988
27465,988
41752,988
28967,988
3889,988
35508,988
29718,988
85121,988
17841,988
20183,988
35847,988
91434,988
14326,988
9142,988
1832,988
287,988
81016,988
67825,988
58669,988
50442,988
97656,988
74201,988
78095,988
8319,988
73069,988
82591,988
64010,988
4389,988
75668,988
42218,988
9383,988
90927,988
91657,988
86800,988
62217,988
56996,988
65545,988
58293,988
75850,988
9773,988
2217,988
93752,988
60085,988
8094,989
62920,989
41450,989
9072,989
32552,989
4586,989
59663,989
54610,989
17351,989
54007,989
88438,989
74679,989
61773,989
24341,989
41908,989
51749,989
56262,989
30089,989
97108,989
22399,989
6283,989
40750,989
99666,989
63436,989
32587,989
37339,989
60258,989
92931,989
91903,989
86879,989
1880,989
49830,989
28105,989
30473,989
3503,989
74978,989
65662,989
97739,989
62090,989
37800,989
10222,989
81745,989
77501,989
90763,989
58533,989
37559,989
65328,989
67972,989
57385,989
53501,989
6644,989
9660,989
88172,989
49337,989
52144,989
49070,989
17713,989
35558,989
66019,989
90480,989
22783,989
59805,989
64764,989
60950,989
56897,989
9825,989
44384,989
54030,989
79392,990
75712,990
41493,990
68016,990
41006,990
93664,990
38847,990
92191,990
63984,990
70576,990
78805,990
84983,990
94976,990
30468,990
72663,990
32942,990
25735,990
8946,990
33618,990
55322,990
35954,990
24831,990
9412,990
69325,990
11474,990
50176,990
96794,990
69281,990
7983,990
89138,990
8856,990
81549,990
94665,990
21989,990
19558,990
56704,990
57546,990
69226,990
59837,990
76109,990
66225,990
45630,990
88974,990
50465,990
66644,990
17995,990
33098,990
18884,990
16327,990
15540,990
85092,990
51929,990
16590,990
68316,990
33538,990
70285,990
54446,990
77666,990
2828,990
14249,990
12152,990
44001,990
69283,990
74301,990
86645,990
31692,991
11108,991
34360,991
54288,991
81359,991
66082,991
50384,991
69122,991
81015,991
77754,991
68936,991
72282,991
32619,991
10984,991
17487,991
35139,991
181,991
89326,991
73362,991
37807,991
96020,991
94450,991
54538,991
65274,991
44239,991
45391,991
10904,991
11342,991
22065,991
93935,991
3071,991
18145,991
77572,991
5194,991
63862,991
36606,991
67966,991
3801,991
46457,991
81430,991
27713,991
3205,991
60167,991
15338,991
64032,991
26542,991
99025,991
93864,991
17843,991
11602,991
89818,991
1503,991
63039,991
72658,991
1396,991
8404,991
4999,991
93786,991
82654,991
29236,991
65089,991
9529,991
36572,991
69092,991
27857,991
71391,992
27519,992
76817,992
78613,992
2659,992
82750,992
23755,992
49230,992
75137,992
75098,992
13778,992
47850,992
58915,992
58137,992
95290,992
99040,992
80058,992
75462,992
83189,992
16674,992
10098,992
86392,992
66637,992
89727,992
69333,992
54293,992
90852,992
2282,992
65840,992
58810,992
50189,992
40522,992
65114,992
38625,992
90803,992
94244,992
605,992
41716,992
1925,992
74609,992
91593,992
98035,992
86449,992
15523,992
67723,992
73858,992
1747,992
28830,992
96935,992
58118,992
82950,992
56440,992
32205,992
91248,992
13729,992
71539,992
21722,992
39553,992
10113,992
56329,992
28336,992
77939,992
30139,992
51233,992
4527,992
47866,993
52679,993
20301,993
61179,993
17173,993
99747,993
54449,993
78079,993
95726,993
94511,993
68439,993
38804,993
23628,993
73703,993
91308,993
55157,993
91505,993
7890,993
28719,993
2604,993
91311,993
44027,993
29743,993
99145,993
66679,993
95557,993
33159,993
58780,993
54835,993
99348,993
77339,993
15801,993
87720,993
99326,993
92390,993
77489,993
14344,993
52334,993
29485,993
55803,993
36915,993
32273,993
88151,993
72100,993
70504,993
34532,993
71929,993
78980,993
49254,993
14443,993
65010,993
63180,993
48236,993
7079,993
14168,993
10933,993
79685,993
10817,993
73598,993
71226,993
43265,993
796,993
517,993
74389,993
94903,993
87317,993
33448,993
10139,993
70362,993
36068,993
21223,993
59057,993
88863,993
41378,994
38349,994
31916,994
45672,994
70163,994
50778,994
28882,994
63287,994
16704,994
88883,994
33589,994
75031,994
46617,994
75424,994
91638,994
67000,994
56527,994
62026,994
67359,994
15253,994
58674,994
3567,994
40786,994
49216,994
88903,994
77707,994
25491,994
76285,994
45359,994
91411,994
39052,994
93982,994
69945,994
97662,994
50456,994
38216,994
79381,994
21073,994
46275,994
89534,994
66292,994
56277,994
58616,994
5265,994
9937,994
33615,994
67533,994
5071,994
463,994
41506,994
70779,994
78165,994
61017,994
98364,994
40210,994
32854,994
61289,994
50644,994
86202,994
7135,994
32288,995
37849,995
10936,995
15946,995
18729,995
39099,995
99668,995
55194,995
89046,995
52875,995
43695,995
95702,995
29688,995
25828,995
57197,995
36260,995
59881,995
35726,995
28666,995
37747,995
58874,995
58024,995
34014,995
39503,995
62048,995
34550,995
20966,995
21472,995
77854,995
14244,995
90070,995
41625,995
89066,995
94197,995
10934,995
8615,995
53877,995
85023,995
82414,995
16094,995
6226,995
69819,995
27345,995
75020,995
2409,995
31836,995
35932,995
81463,995
81643,995
13932,995
6866,995
34260,995
41953,995
71381,995
72505,995
86759,995
76407,995
75276,995
50598,995
98949,995
66664,996
23300,996
28592,996
63023,996
39419,996
58791,996
88835,996
90299,996
40744,996
7693,996
29520,996
85977,996
76162,996
40528,996
73264,996
13895,996
91537,996
58792,996
35819,996
74872,996
77287,996
20246,996
56733,996
16710,996
60278,996
60470,996
4562,996
23218,996
19989,996
50358,996
19785,996
44186,996
18797,996
53923,996
13423,996
580,996
37935,996
92834,996
26195,996
78135,996
14513,996
77435,996
49525,996
58466,996
24713,996
29122,996
95819,996
606,996
30074,996
93458,996
59928,996
36793,996
49995,996
74454,996
58980,996
48831,996
19315,996
41838,996
44971,996
97780,996
76087,996
82121,996
83292,996
52785,996
89962,996
2265,996
1289,996
50904,996
6039,996
34751,996
44994,996
77070,996
33344,997
79553,997
15993,997
60989,997
23947,997
42443,997
30324,997
50415,997
69256,997
86085,997
42868,997
68890,997
37962,997
88619,997
19758,997
62588,997
57535,997
48063,997
15010,997
93183,997
94379,997
66647,997
70932,997
33252,997
94578,997
26379,997
27543,997
50111,997
53361,997
88236,997
78537,997
48758,997
63422,997
19696,997
19518,997
15750,997
58105,997
21793,997
48946,997
12108,997
16325,997
80386,997
91132,997
77165,997
77592,997
17737,997
69013,997
77575,997
69704,997
79502,997
85888,997
5744,997
57243,997
27711,997
63870,997
56490,997
8180,997
91923,997
47840,997
58319,997
53576,997
68535,997
14040,997
32033,997
84587,997
52307,997
65139,997
11374,997
2594,997
97186,997
5228,997
56888,997
4875,997
50621,997
11308,997
29150,997
53709,997
72256,997
98709,997
43104,997
2055,997
7821,998
45721,998
15899,998
51272,998
20656,998
68592,998
46460,998
65228,998
23240,998
43575,998
47237,998
5710,998
49729,998
18988,998
44187,998
45456,998
84039,998
97530,998
28880,998
84368,998
79008,998
34846,998
72981,998
23069,998
73399,998
23677,998
97188,998
20859,998
28379,998
6306,998
33777,998
89590,998
77264,998
84766,998
10151,998
56593,998
66667,998
33019,998
83823,998
8612,998
57505,998
66233,998
52597,998
72155,998
31624,998
85415,998
87195,998
7751,998
12257,998
68119,998
77121,998
95060,998
1877,998
78373,998
48894,998
59381,998
87305,998
83470,998
43506,998
13306,998
22424,998
23412,998
59167,999
84238,999
9804,999
47851,999
52406,999
29097,999
67348,999
90577,999
57966,999
95664,999
52853,999
75622,999
60146,999
94105,999
14749,999
90072,999
46126,999
44432,999
19684,999
75631,999
56004,999
37996,999
99081,999
49628,999
18100,999
65480,999
73624,999
82899,999
39103,999
60159,999
54401,999
2474,999
93796,999
53746,999
97563,999
17932,999
40472,999
55752,999
10800,999
28676,999
34892,999
29315,999
4945,999
13153,999
63733,999
54072,999
88226,999
54748,999
73166,999
51285,999
51198,999
43123,999
88737,999
74226,999
82082,999
52848,999
19929,999
59751,999
99647,999
76857,999
68812,999
47905,999
61232,999
82205,999
3672,999
45623,999
48001,1000
12356,1000
71270,1000
69257,1000
97297,1000
44096,1000
40407,1000
68155,1000
34691,1000
47792,1000
37904,1000
88065,1000
6398,1000
66673,1000
6155,1000
96150,1000
74223,1000
71919,1000
79983,1000
50199,1000
85087,1000
84280,1000
60203,1000
903,1000
11114,1000
3227,1000
35770,1000
54687,1000
14609,1000
8590,1000
75755,1000
57463,1000
56911,1000
29801,1000
35565,1000
92165,1000
82249,1000
40018,1000
44311,1000
15285,1000
78853,1000
25852,1000
54468,1000
77235,1000
76065,1000
97851,1000
34604,1000
28929,1000
88240,1000
52429,1000
62276,1000
59058,1000
34317,1000
76837,1000
28829,1000
46786,1000
47128,1000
6517,1000
6121,1000
85178,1000
42117,1000
83660,1000
8725,1000
71311,1000
37362,1000
55610,1000
84414,1000
63339,1000
17241,1000
15457,1000
13528,1000
31221,1001
79108,1001
87807,1001
57844,1001
14384,1001
60520,1001
2415,1001
5820,1001
22058,1001
48447,1001
34986,1001
81595,1001
71010,1001
39150,1001
64104,1001
68594,1001
46564,1001
42159,1001
92073,1001
48793,1001
84695,1001
75696,1001
94579,1001
75875,1001
93600,1001
99621,1001
85769,1001
60526,1001
46949,1001
93862,1001
12738,1001
96294,1001
12020,1001
76750,1001
12196,1001
16371,1001
21496,1001
3292,1001
45913,1001
32642,1001
82033,1001
32435,1001
648,1001
74987,1001
53902,1001
98258,1001
42358,1001
72255,1001
12114,1001
56462,1001
6405,1001
546,1001
14618,1001
56785,1001
59231,1001
82888,1001
21778,1001
41743,1001
69911,1001
32730,1001
61509,1001
82597,1001
91526,1001
99723,1001
84930,1001
90410,1001
10746,1001
14393,1001
2323,1001
39002,1001
72382,1001
35365,1001
18434,1001
25227,1001
8569,1001
87628,1002
43780,1002
3446,1002
66264,1002
36553,1002
75801,1002
95038,1002
18439,1002
66122,1002
96837,1002
49159,1002
71007,1002
20170,1002
13766,1002
54960,1002
68949,1002
95036,1002
65589,1002
66565,1002
23825,1002
32958,1002
42996,1002
31390,1002
56892,1002
74044,1002
16093,1002
41140,1002
30629,1002
76323,1002
27004,1002
30294,1002
89226,1002
71272,1002
32372,1002
63030,1002
81841,1002
90978,1002
78843,1002
65799,1002
51666,1002
55718,1002
79533,1002
5924,1002
73216,1002
36102,1002
7520,1002
54204,1002
867,1002
73766,1002
66557,1002
58569,1002
19406,1002
82234,1002
61324,1002
14531,1002
68285,1002
25299,1002
19972,1002
60683,1002
68149,1002
99622,1002
94259,1002
74352,1002
64986,1002
7736,1002
71610,1002
92769,1002
96463,1002
62035,1002
29088,1002
62469,1002
4968,1002
98427,1002
35219,1002
88275,1002
69692,1002
29346,1002
8088,1002
12788,1002
67922,1002
12141,1003
83979,1003
75059,1003
20599,1003
89971,1003
48952,1003
93599,1003
39041,1003
11225,1003
34759,1003
22575,1003
56319,1003
36853,1003
13626,1003
35250,1003
85793,1003
9002,1003
88447,1003
56147,1003
78358,1003
92244,1003
15435,1003
29454,1003
89521,1003
83034,1003
94067,1003
35569,1003
55037,1003
91261,1003
89262,1003
22314,1003
39445,1003
40761,1003
86017,1003
29671,1003
68485,1003
6520,1003
51745,1003
86272,1003
32919,1003
72483,1003
48512,1003
80330,1003
33646,1003
11195,1003
90664,1003
41070,1003
37867,1003
72018,1003
14265,1003
4330,1003
71022,1003
87779,1003
39791,1003
49552,1003
32185,1003
11131,1003
67562,1003
42705,1003
11206,1003
8847,1003
67055,1003
59994,1003
9293,1003
58900,1003
7365,1003
83830,1003
81500,1003
17453,1003
51072,1003
80626,1003
34083,1003
15538,1003
56285,1003
67557,1003
30631,1003
64321,1003
32526,1003
11628,1003
32492,1003
85159,1003
53448,1003
54032,1003
47490,1003
60901,1003
81700,1003
60395,1003
36754,1003
53798,1004
60552,1004
53568,1004
12787,1004
93264,1004
57539,1004
86902,1004
18016,1004
23075,1004
91324,1004
46063,1004
47957,1004
7457,1004
2236,1004
38095,1004
13858,1004
43490,1004
84536,1004
73734,1004
25575,1004
43059,1004
66210,1004
46060,1004
47556,1004
10452,1004
19955,1004
44662,1004
18728,1004
60434,1004
56071,1004
29389,1004
81566,1004
7232,1004
84118,1004
18222,1004
1570,1004
1541,1004
6000,1004
91280,1004
63769,1004
84163,1004
42841,1004
85645,1004
51182,1004
94795,1004
32225,1004
26284,1004
64623,1004
77991,1004
81260,1004
33643,1004
18446,1004
24138,1004
6100,1004
61919,1004
96505,1004
67594,1004
60952,1004
97478,1004
69534,1004
29631,1004
23041,1004
23798,1004
66601,1004
21862,1004
55225,1004
8943,1005
42353,1005
64828,1005
66164,1005
72238,1005
76001,1005
53778,1005
10172,1005
33469,1005
96969,1005
55981,1005
60461,1005
64924,1005
91186,1005
53939,1005
65289,1005
93516,1005
68833,1005
19894,1005
89784,1005
22447,1005
72211,1005
74295,1005
11922,1005
58769,1005
52610,1005
85634,1005
24145,1005
38605,1005
55652,1005
19858,1005
88394,1005
40757,1005
49700,1005
95592,1005
80733,1005
2710,1005
60271,1005
3252,1005
14839,1005
28659,1005
